"name","description",latitude,longitude
"2733","313 S DEARBORN ST",41.87792,-87.629084
"2734","312 S DEARBORN ST",41.877917,-87.629446
"2735","309 N LA SALLE ST",41.888043,-87.632309
"2736","320 N LA SALLE DR",41.888168,-87.632676
"2737","222 W MERCHANDISE MART PLZ",41.888117,-87.634643
"2738","222 W MERCHANDISE MART PLZ",41.888117,-87.634643
"2739","401 W LAKE ST",41.885701,-87.638743
"2740","400 W LAKE ST",41.885748,-87.638754
"2741","400 W MADISON ST",41.881957,-87.638846
"2742","401 W MADISON ST",41.881835,-87.638837
"2743","400 W MONROE ST",41.880633,-87.638801
"2744","401 W MONROE ST",41.880562,-87.638796
"2745","400 W VAN BUREN ST",41.876809,-87.636823
"2746","317 W HARRISON ST",41.874338,-87.6353
"2747","399 W CONGRESS PKWY",41.875119,-87.640379
"2748","300 W ROOSEVELT RD",41.867499,-87.634816
"2749","381 N MICHIGAN AVE",41.888042,-87.624388
"2750","259 N STATE ST",41.886415,-87.627833
"2751","258 N STATE ST",41.886409,-87.628095
"2752","341 N WABASH AVE",41.888362,-87.626975
"2753","340 N WABASH AVE",41.888304,-87.627205
"2754","526 E ILLINOIS ST",41.891265,-87.613318
"2755","364 N MICHIGAN AVE",41.887976,-87.624717
"2756","220 W WACKER DR",41.887141,-87.634301
"2757","128 S STATE ST",41.879993,-87.627838
"2758","312 S STATE ST",41.877946,-87.627862
"2759","608 S STATE ST",41.874223,-87.627837
"276","958 N ASHLAND AVE",41.899192,-87.667569
"2760","1167 S STATE ST",41.868082,-87.627193
"2761","138 W CERMAK RD",41.853035,-87.630782
"2762","142 W 35TH ST",41.831121,-87.630331
"2763","220 W 47TH ST",41.809242,-87.632219
"2764","220 W GARFIELD BLVD",41.794675,-87.631345
"2765","220 W 63RD ST",41.780111,-87.630941
"2766","15 W 69TH ST",41.769,-87.625759
"2767","15 W 79TH ST",41.750837,-87.626033
"2768","15 W 87TH ST",41.736171,-87.625734
"2769","15 W 95TH ST",41.72146,-87.625242
"277","5132 W CHICAGO AVE",41.895131,-87.75456
"2770","3200 W LAKE ST",41.884545,-87.706691
"2771","3525 S LEAVITT ST",41.829218,-87.67993
"2772","1909 N WESTERN AVE",41.916071,-87.687185
"2773","4699 N KIMBALL AVE",41.966326,-87.713108
"2774","4600 N KEDZIE AVE",41.964821,-87.708458
"2775","4699 N FRANCISCO AVE",41.966102,-87.700974
"2776","4664 N ROCKWELL ST",41.966218,-87.6939
"2777","4663 N WESTERN AVE",41.966476,-87.688728
"278","125 N CALIFORNIA AVE",41.883709,-87.696261
"2780","3355 W BELMONT AVE",41.93917,-87.71169
"2781","3285 W BELMONT AVE",41.939139,-87.709773
"2782","320 S STATE ST",41.877864,-87.627859
"2785","2188 S KOSTNER AVE",41.851765,-87.734671
"2786","2005 S PULASKI RD",41.853799,-87.724786
"2787","1915 S CENTRAL PARK AVE",41.853716,-87.714835
"2788","1944 S KEDZIE AVE",41.854904,-87.705519
"2789","2011 S CALIFORNIA AVE",41.854493,-87.695349
"279","8401 S KOLIN AVE",41.740005,-87.729913
"2790","2009 S WESTERN AVE",41.854651,-87.685532
"2791","2010 S DAMEN AVE",41.854748,-87.676075
"2792","1710 W 18TH ST",41.857887,-87.669098
"2793","1713 W POLK ST",41.871429,-87.669891
"2795","3355 W BELMONT AVE",41.93917,-87.71169
"2796","2610 N MILWAUKEE AVE",41.929564,-87.708504
"2797","1200 N MILWAUKEE AVE",41.903371,-87.666624
"2798","800 N MILWAUKEE AVE",41.896272,-87.655541
"2799","502 N MILWAUKEE AVE",41.891266,-87.647998
"28","204 W GARFIELD BLVD",41.79473,-87.630795
"2800","5100 S WASHTENAW AVE",41.800832,-87.691726
"2802","1600 S WOLCOTT AVE",41.859411,-87.67368
"2803","701 N SACRAMENTO BLVD",41.893492,-87.701579
"2804","12000 S PEORIA ST",41.675761,-87.644442
"2805","801 N ORLEANS ST",41.896591,-87.637129
"2806","5100 S GREENWOOD AVE",41.802189,-87.599966
"2807","1 W ROOSEVELT RD",41.867288,-87.627592
"2808","1599 W OGDEN AVE",41.880871,-87.666633
"2809","1600 W OGDEN AVE",41.880834,-87.666895
"281","6410 S ELLIS AVE",41.778483,-87.600587
"2810","658 N CLARK ST",41.894154,-87.631315
"282","300 N WALLER AVE",41.885846,-87.768489
"283","4532 W 83RD PL",41.741345,-87.734548
"285","9020 S ST LAWRENCE AVE",41.730484,-87.609676
"286","9100 S EBERHART AVE",41.729134,-87.61202
"287","3601 S WOLCOTT AVE",41.828387,-87.672583
"288","4800 S ASHLAND AVE",41.806592,-87.665091
"289","4500 S WOOD ST",41.811999,-87.670094
"29","6300 S ALBANY AVE",41.7788,-87.700862
"290","1834 W 47TH ST",41.808654,-87.671224
"2900","124 W LAKE ST",41.885877,-87.631716
"2901","127 N DEARBORN ST",41.883892,-87.629264
"2902","114 S DEARBORN ST",41.880445,-87.629514
"2903","314 S DEARBORN ST",41.877897,-87.629445
"2904","150 W CONGRESS PKWY",41.875759,-87.631567
"2905","426 S CLINTON ST",41.876459,-87.641187
"2906","1559 N CLYBOURN AVE",41.909868,-87.647856
"2907","1200 N CLARK ST",41.904118,-87.631654
"2908","800 N STATE ST",41.896735,-87.62826
"2909","521 N STATE ST",41.891485,-87.628004
"291","2902 W ADAMS ST",41.878451,-87.698951
"2910","188 N STATE ST",41.885393,-87.62812
"2911","128 N STATE ST",41.883934,-87.628077
"292","3502 W ARMITAGE AVE",41.91747,-87.713747
"294","4100 W CORTLAND ST",41.915401,-87.729085
"296","5000 S OAKLEY AVE",41.802852,-87.681969
"297","6901 S NORMAL BLVD",41.768753,-87.637045
"298","6501 S WOOD ST",41.775565,-87.668803
"3","5100 S WOOD ST",41.801061,-87.669813
"30","900 N LATROBE AVE",41.896943,-87.757046
"300","4458 S CICERO AVE",41.812053,-87.743541
"301","300 S PULASKI RD",41.876962,-87.725649
"302","2710 E 89TH ST",41.733781,-87.557793
"303","1850 S KEELER AVE",41.855941,-87.729939
"304","600 N HAMLIN AVE",41.891927,-87.721263
"305","6100 S COTTAGE GROVE AVE",41.783842,-87.606174
"306","7100 S PAXTON AVE",41.765936,-87.571581
"307","442 N LARAMIE AVE",41.888294,-87.755543
"308","101 W 115TH ST",41.685208,-87.625486
"309","11958 S MICHIGAN AVE",41.67674,-87.620646
"31","1825 W 51ST ST",41.801079,-87.670551
"310","1000 N HAMLIN AVE",41.899252,-87.721479
"311","1600 W HOWARD ST",42.019441,-87.671395
"312","958 W 59TH ST",41.78714,-87.649115
"313","6100 S DR MARTIN LUTHER KING JR DR",41.783663,-87.615896
"314","5600 W GRAND AVE",41.91874,-87.765442
"315","5359 W GRAND AVE",41.917556,-87.759963
"316","2201 N LONG AVE",41.92058,-87.760764
"317","5402 W GRAND AVE",41.91804,-87.761076
"318","2327 W JACKSON BLVD",41.877411,-87.684622
"319","3558 S CALIFORNIA AVE",41.828772,-87.694956
"32","5500 W MADISON ST",41.880383,-87.763368
"320","2859 W 25TH ST",41.846303,-87.696642
"321","7000 S WOOD ST",41.766473,-87.668904
"322","7058 S HERMITAGE AVE",41.765652,-87.667657
"323","6859 S ARTESIAN AVE",41.769085,-87.684416
"325","6859 S BISHOP ST",41.769382,-87.660124
"326","6858 S PAULINA ST",41.76929,-87.666541
"327","1234 W 91ST ST",41.728684,-87.654497
"328","3159 N BROADWAY",41.93935,-87.644115
"329","1459 N KINGSBURY ST",41.907766,-87.651305
"33","800 N HOMAN AVE",41.89564,-87.711522
"330","3359 W 37TH PL",41.825117,-87.708297
"331","2120 N BINGHAM ST",41.918919,-87.692274
"332","2703 W CORTEZ ST",41.900083,-87.694653
"333","8659 S CHAPPEL AVE",41.73784,-87.574327
"334","8700 S MERRILL AVE",41.736918,-87.572263
"335","3900 W 58TH ST",41.787927,-87.720822
"336","6000 S KEELER AVE",41.78386,-87.727955
"337","6858 S LOOMIS BLVD",41.769396,-87.659261
"338","2710 E 89TH ST",41.733781,-87.557793
"339","3299 W LAWRENCE AVE",41.96833,-87.710762
"34","4400 W MADISON ST",41.880742,-87.735718
"340","3533 W LAWRENCE AVE",41.968277,-87.717135
"341","6140 S MELVINA AVE",41.780658,-87.776651
"342","5625 S MOBILE AVE",41.79045,-87.779207
"343","4233 W 66TH ST",41.77312,-87.727479
"344","921 N CLEVELAND AVE",41.89929,-87.640535
"345","815 N CLEVELAND AVE",41.897386,-87.640376
"346","855 N MOHAWK ST",41.898266,-87.640999
"348","954 N CLEVELAND AVE",41.899593,-87.640829
"349","955 N MOHAWK ST",41.899587,-87.641072
"35","3654 W THOMAS ST",41.901041,-87.718168
"350","2901 S STATE ST",41.841683,-87.626483
"351","3000 S FEDERAL ST",41.83827,-87.628959
"352","2918 S FEDERAL ST",41.840871,-87.628908
"353","100 W 29TH ST",41.841341,-87.628656
"354","865 N CAMBRIDGE AVE",41.897923,-87.64174
"356","1800 S KEELER AVE",41.856749,-87.729963
"358","2700 W WARREN BLVD",41.882122,-87.694067
"359","1232 N KARLOV AVE",41.903667,-87.728924
"36","800 N CENTRAL PARK AVE",41.89569,-87.716476
"360","3801 W DIVISION ST",41.902595,-87.721545
"361","345 N AVERS AVE",41.886458,-87.7223
"362","1101 N CENTRAL PARK AVE",41.901092,-87.716325
"363","3534 W AUGUSTA BLVD",41.899233,-87.715382
"364","700 N RIDGEWAY AVE",41.893789,-87.720086
"365","2759 W MADISON ST",41.88094,-87.695258
"366","2100 W ADAMS ST",41.878772,-87.679165
"367","6100 N RAVENSWOOD AVE",41.991996,-87.675318
"368","10431 S LONGWOOD DR",41.704292,-87.670629
"369","11300 S HERMOSA AVE",41.688171,-87.668965
"370","617 E 41ST ST",41.820159,-87.611082
"371","232 S LARAMIE AVE",41.877399,-87.7551
"372","6158 S KIMBARK AVE",41.783123,-87.594882
"374","4659 S VINCENNES AVE",41.809943,-87.613636
"375","8301 S SAGINAW AVE",41.744346,-87.559845
"377","3659 W LAWRENCE AVE",41.968201,-87.719983
"378","1600 W PRATT BLVD",42.005431,-87.670029
"379","1059 W LAWRENCE AVE",41.968932,-87.656674
"38","4901 S DREXEL BLVD",41.805823,-87.603752
"380","6300 S ARTESIAN AVE",41.77904,-87.685052
"381","7700 S SOUTH CHICAGO AVE",41.754475,-87.589925
"382","2555 W LE MOYNE ST",41.908292,-87.691324
"383","501 S LOTUS AVE",41.873747,-87.761461
"384","7100 S JEFFERY BLVD",41.765955,-87.576375
"385","7000 S EAST END AVE",41.767731,-87.582976
"386","1346 N HUDSON AVE",41.90727,-87.639856
"387","3825 S CALIFORNIA AVE",41.823909,-87.694433
"388","3501 S GILES AVE",41.830704,-87.619119
"389","4159 S CALIFORNIA AVE",41.818453,-87.694334
"39","6201 S COTTAGE GROVE AVE",41.782034,-87.605765
"390","4501 S TALMAN AVE",41.811776,-87.690461
"391","100 N FRANCISCO AVE",41.883,-87.698924
"392","6458 S PULASKI RD",41.775703,-87.722855
"395","4115 W 56TH PL",41.790311,-87.726069
"396","6900 S INDIANA AVE",41.769116,-87.620305
"397","5001 N PULASKI RD",41.971933,-87.728053
"398","132 S FRANCISCO AVE",41.879088,-87.698793
"399","1801 S LOOMIS ST",41.857841,-87.661275
"4","4300 W FULLERTON AVE",41.924508,-87.734259
"40","100 S SPRINGFIELD AVE",41.879675,-87.723286
"400","5200 W FULTON ST",41.885729,-87.755422
"401","5300 W FULTON ST",41.885692,-87.757854
"402","162 N LARAMIE AVE",41.884109,-87.755394
"403","10343 S CHURCH ST",41.705962,-87.659812
"404","1500 W 102ND PL",41.70743,-87.660078
"405","1805 W 91ST PL",41.728277,-87.668122
"406","2459 W LEXINGTON ST",41.871914,-87.687597
"407","6201 S LAFLIN ST",41.781136,-87.661634
"409","7500 N HOYNE AVE",42.018098,-87.683143
"41","401 S CENTRAL AVE",41.874614,-87.76456
"410","1558 W JONQUIL TER",42.021321,-87.670021
"411","10001 S WALLACE ST",41.712245,-87.637924
"412","11601 S PRAIRIE AVE",41.682477,-87.616583
"413","10801 S WABASH AVE",41.697875,-87.621883
"414","10645 S EDBROOKE AVE",41.70107,-87.619463
"415","13401 S INDIANA AVE",41.651717,-87.617132
"416","10667 S CHAMPLAIN AVE",41.700528,-87.607185
"417","9401 S BURNSIDE AVE",41.723097,-87.606798
"418","501 E 103RD ST",41.707278,-87.611162
"419","11102 S INDIANA AVE",41.692434,-87.618447
"42","11700 S LA SALLE ST",41.68141,-87.626592
"420","328 E 119TH ST",41.678204,-87.615281
"421","10301 S MICHIGAN AVE",41.70711,-87.62009
"422","11100 S MICHIGAN AVE",41.692502,-87.621151
"423","10501 S MICHIGAN AVE",41.703117,-87.62049
"424","11160 S VERNON AVE",41.691608,-87.612294
"425","200 W 127TH ST",41.663479,-87.627131
"426","2801 W AUGUSTA BLVD",41.899178,-87.696957
"427","1901 S ALLPORT ST",41.855923,-87.657384
"428","1629 S LOOMIS ST",41.859387,-87.661162
"429","4602 N SHERIDAN RD",41.965543,-87.654918
"43","6300 S DR MARTIN LUTHER KING JR DR",41.78014,-87.615691
"430","2426 W 71ST ST",41.764777,-87.684286
"431","3502 W CARROLL AVE",41.887535,-87.713807
"433","4159 W JACKSON BLVD",41.876908,-87.729393
"434","1301 S FAIRFIELD AVE",41.864378,-87.694369
"435","4102 W MAYPOLE AVE",41.884782,-87.728516
"437","1855 N KEDVALE AVE",41.914287,-87.729934
"438","4259 S COTTAGE GROVE AVE",41.817553,-87.606508
"439","2860 W 21ST ST",41.853851,-87.697642
"44","234 N HOMAN AVE",41.885617,-87.711314
"440","2600 W AUGUSTA BLVD",41.899443,-87.692135
"441","7001 W 59TH ST",41.784712,-87.796294
"442","5003 W 49TH ST",41.803772,-87.748324
"443","5200 S LINDER AVE",41.798049,-87.760164
"445","6101 S NATOMA AVE",41.781057,-87.787284
"446","421 N LAVERGNE AVE",41.888446,-87.750301
"447","4859 W ERIE ST",41.892108,-87.747107
"448","4859 W HUBBARD ST",41.888543,-87.746965
"449","4956 W BELLE PLAINE AVE",41.955311,-87.751483
"45","7658 S EXCHANGE AVE",41.756308,-87.557467
"450","1601 S DRAKE AVE",41.858804,-87.713782
"451","2010 N AVERS AVE",41.917543,-87.723051
"452","4101 W ARMITAGE AVE",41.917057,-87.729152
"454","4200 W NORTH AVE",41.909905,-87.731532
"455","3832 W DIVERSEY AVE",41.931939,-87.723448
"456","10800 S BUFFALO AVE",41.698953,-87.543942
"457","9100 S BURLEY AVE",41.729932,-87.545796
"458","10401 S AVENUE M",41.706183,-87.5375
"459","6340 S CICERO AVE",41.777604,-87.742378
"46","660 W DIVISION ST",41.903758,-87.645271
"460","7101 S SPRINGFIELD AVE",41.763945,-87.719732
"461","5210 W 64TH ST",41.776118,-87.751116
"462","5799 S KOSTNER AVE",41.787872,-87.732607
"464","1400 W CULLERTON ST",41.855272,-87.661462
"465","2300 S OAKLEY AVE",41.850124,-87.683258
"466","2220 W COULTER ST",41.847439,-87.681382
"468","2328 W TAYLOR ST",41.869069,-87.684717
"469","1834 S THROOP ST",41.856857,-87.658978
"47","1240 N LARRABEE ST",41.904075,-87.643408
"470","4800 W JACKSON BLVD",41.876919,-87.74557
"472","2200 S ARCHER AVE",41.852873,-87.635024
"473","2429 S STEWART AVE",41.848786,-87.636505
"475","5300 W HURON ST",41.893082,-87.758125
"476","200 N KARLOV AVE",41.883495,-87.728352
"477","1100 S CALIFORNIA AVE",41.86815,-87.696106
"478","6030 N PAULINA ST",41.991485,-87.671957
"479","1300 S HEATH AVE",41.864702,-87.684488
"48","941 N CAMBRIDGE AVE",41.899186,-87.64181
"480","1059 N KEYSTONE AVE",41.900039,-87.727247
"481","600 N MONTICELLO AVE",41.891958,-87.717595
"482","1060 N AVERS AVE",41.900127,-87.722725
"483","1112 N HARDING AVE",41.901226,-87.72521
"484","3731 W FERDINAND ST",41.889803,-87.719953
"485","2658 W 23RD ST",41.850262,-87.691906
"486","855 N MONTICELLO AVE",41.89646,-87.71737
"487","301 N FRANCISCO AVE",41.886641,-87.698751
"488","901 N PULASKI RD",41.89739,-87.725953
"489","134 N PAULINA ST",41.884372,-87.669552
"49","920 N HUDSON AVE",41.899131,-87.64006
"490","2001 N SEMINARY AVE",41.918263,-87.655561
"491","2059 N HOWE ST",41.919271,-87.644655
"492","204 W GOETHE ST",41.905849,-87.634792
"493","6123 N RAVENSWOOD AVE",41.99276,-87.674672
"494","5732 N SPAULDING AVE",41.985411,-87.711555
"495","4600 N MAGNOLIA AVE",41.965538,-87.661115
"496","4927 W WEST END AVE",41.88296,-87.748452
"497","1200 N SPRINGFIELD AVE",41.902867,-87.724027
"498","1159 S WABASH AVE",41.86822,-87.625657
"499","2520 W 103RD ST",41.70653,-87.685016
"5","1201 N CENTRAL AVE",41.902211,-87.765596
"50","1231 N BURLING ST",41.904013,-87.647909
"500","5000 N TROY ST",41.972299,-87.707526
"502","258 E 14TH ST",41.864288,-87.620713
"503","5061 N PULASKI RD",41.97303,-87.728058
"504","2440 W 36TH ST",41.82857,-87.686685
"505","2055 N KILPATRICK AVE",41.918216,-87.74355
"506","4024 W GLENLAKE AVE",41.992111,-87.729579
"507","5100 S GREENWOOD AVE",41.802189,-87.599966
"509","3600 N CLARK ST",41.947222,-87.656587
"51","639 E 131ST ST",41.65713,-87.604852
"510","3601 N SHEFFIELD AVE",41.947433,-87.654054
"511","841 W BELMONT AVE",41.93978,-87.651013
"512","6300 S WENTWORTH AVE",41.7799,-87.630241
"513","5300 S SHIELDS AVE",41.79779,-87.634481
"514","200 N LAFLIN ST",41.885496,-87.664409
"515","3200 W MAYPOLE AVE",41.883748,-87.706716
"516","7831 S WESTERN AVE",41.75134,-87.682702
"518","8101 S STONY ISLAND AVE",41.747644,-87.585273
"519","9132 S STONY ISLAND AVE",41.729013,-87.585637
"52","1358 W WASHBURNE AVE",41.866227,-87.660476
"520","9133 S STONY ISLAND AVE",41.72858,-87.584898
"521","9211 S STONY ISLAND AVE",41.727446,-87.584884
"522","2100 N KEELER AVE",41.919125,-87.731675
"524","2059 N KILDARE AVE",41.918215,-87.733736
"525","2300 W 50TH PL",41.802177,-87.682023
"53","1333 S THROOP ST",41.864152,-87.658875
"531","858 E 104TH ST",41.705776,-87.603272
"533","7201 S INGLESIDE AVE",41.764017,-87.601801
"536","5826 W FULTON ST",41.885785,-87.770568
"538","5200 S PAULINA ST",41.799262,-87.667325
"539","1301 W 52ND ST",41.799505,-87.657578
"54","1216 S LAFLIN ST",41.86666,-87.664158
"540","4196 S ARCHER AVE",41.817281,-87.699313
"541","4859 W FERDINAND ST",41.889408,-87.747002
"542","1302 W 103RD ST",41.706863,-87.656119
"544","5100 N SHERIDAN RD",41.975393,-87.655112
"546","4258 W VAN BUREN ST",41.875333,-87.731782
"55","1326 W 13TH ST",41.865325,-87.65984
"57","4000 S PRAIRIE AVE",41.821828,-87.620099
"58","2159 W MAYPOLE AVE",41.883804,-87.680543
"59","1100 W WINONA ST",41.975338,-87.657824
"6","6501 S OAKLEY AVE",41.775415,-87.680793
"60","4259 S CICERO AVE",41.815555,-87.743104
"601","4658 W GLADYS AVE",41.876107,-87.741725
"602","2601 W DEVON AVE",41.997576,-87.6949
"603","2229 W DEVON AVE",41.997721,-87.686063
"604","1801 W GRANVILLE AVE",41.994223,-87.675591
"605","7101 S RHODES AVE",41.765582,-87.611444
"606","260 W 95TH ST",41.721839,-87.630542
"607","5800 S CALUMET AVE",41.789122,-87.617626
"609","731 W 66TH ST",41.774171,-87.643231
"610","1503 S KOSTNER AVE",41.86032,-87.734582
"611","5800 W WASHINGTON BLVD",41.882305,-87.770038
"612","5001 S PRINCETON AVE",41.803445,-87.633052
"613","2659 E 87TH ST",41.73715,-87.558972
"614","6800 N SHERIDAN RD",42.005711,-87.661126
"615","3345 W FILLMORE ST",41.868052,-87.709264
"616","6600 S RHODES AVE",41.774648,-87.612061
"617","8648 S HALSTED ST",41.73712,-87.643882
"618","1899 N MOZART ST",41.915482,-87.697994
"619","1458 N LOTUS AVE",41.906836,-87.762234
"62","2400 S DEARBORN ST",41.84903,-87.628369
"620","6401 S MARSHFIELD AVE",41.777429,-87.665252
"621","4000 S ALBANY AVE",41.820725,-87.702106
"622","1399 N WASHTENAW AVE",41.906496,-87.694351
"623","3401 W SUNNYSIDE AVE",41.962856,-87.71331
"624","3958 W DIVISION ST",41.902851,-87.725546
"625","1002 N PULASKI RD",41.899242,-87.726358
"626","627 N CICERO AVE",41.892105,-87.745533
"627","6700 S BLACKSTONE AVE",41.773188,-87.588885
"628","1600 W GARFIELD BLVD",41.794107,-87.664755
"629","7200 S ASHLAND AVE",41.762983,-87.66385
"63","2330 S STATE ST",41.849931,-87.627111
"630","6300 S FRANCISCO AVE",41.778887,-87.695995
"631","6300 S WHIPPLE ST",41.778817,-87.699662
"632","1202 N KEELER AVE",41.902777,-87.731352
"633","1200 S SPRINGFIELD AVE",41.866007,-87.722883
"634","5817 W NORTH AVE",41.90923,-87.771323
"635","900 N AVERS AVE",41.897415,-87.722636
"636","6900 S HALSTED ST",41.768622,-87.644675
"637","1201 S UNION AVE",41.866581,-87.644978
"638","1000 N MONTICELLO AVE",41.899283,-87.717817
"639","1158 N MASON AVE",41.901244,-87.774268
"64","13064 S EVANS AVE",41.657784,-87.603578
"640","3899 W GRENSHAW ST",41.866989,-87.722456
"641","2033 E 93RD ST",41.726015,-87.574042
"642","6701 S LANGLEY AVE",41.772906,-87.608023
"643","7101 S GREEN ST",41.764994,-87.645433
"644","7101 S EUCLID AVE",41.765853,-87.577936
"645","6500 S COTTAGE GROVE AVE",41.776572,-87.606016
"646","2001 E 73RD ST",41.76242,-87.576061
"647","1300 S SAWYER AVE",41.864381,-87.706993
"648","1501 S CHRISTIANA AVE",41.860685,-87.708954
"649","5258 W MADISON ST",41.880541,-87.7568
"65","659 E 131ST ST",41.657155,-87.604451
"650","6401 S LOWE AVE",41.777776,-87.640633
"651","2300 W WARREN BLVD",41.882242,-87.684265
"652","801 N HAMLIN AVE",41.895638,-87.721005
"653","764 E 131ST ST",41.657327,-87.601596
"654","5100 S INDIANA AVE",41.801773,-87.621211
"655","1005 E 132ND ST",41.655626,-87.596508
"656","705 E 133RD ST",41.654157,-87.604639
"657","6000 S ELIZABETH ST",41.784849,-87.656035
"658","6029 S JUSTINE ST",41.784342,-87.662932
"659","6833 S PERRY AVE",41.770232,-87.628123
"66","2901 S QUINN ST",41.840674,-87.650142
"660","5500 S WASHTENAW AVE",41.793521,-87.691525
"661","700 S CENTRAL PARK AVE",41.872542,-87.715728
"662","5700 S THROOP ST",41.790281,-87.657384
"663","4857 W CHICAGO AVE",41.894851,-87.747195
"664","2258 S MARSHALL BLVD",41.85079,-87.699229
"665","6944 N GLENWOOD AVE",42.008068,-87.666337
"666","7100 S VINCENNES AVE",41.765439,-87.628014
"667","6601 S HERMITAGE AVE",41.773769,-87.66754
"668","2400 N TRIPP AVE",41.924595,-87.733066
"669","2827 W 63RD ST",41.778983,-87.694371
"67","4400 S LAMON AVE",41.812922,-87.745991
"670","3700 W DIVISION ST",41.902799,-87.719142
"671","8749 S LOWE AVE",41.7351,-87.639739
"672","801 S CALIFORNIA AVE",41.870955,-87.69592
"673","8200 S ELLIS AVE",41.745643,-87.600354
"675","11900 S STATE ST",41.677917,-87.622732
"676","1200 S HALSTED ST",41.867073,-87.64697
"677","6315 S ASHLAND AVE",41.779202,-87.664043
"678","8001 S COLES AVE",41.749953,-87.549044
"679","5602 W CORCORAN PL",41.887395,-87.765369
"68","2701 S STATE ST",41.844217,-87.626631
"680","8855 S WALLACE ST",41.733382,-87.638482
"682","5100 W CHICAGO AVE",41.895047,-87.753309
"683","5500 W THOMAS ST",41.900459,-87.763924
"684","5440 W CORTEZ ST",41.899582,-87.762024
"685","8301 S KEDZIE AVE",41.742407,-87.702105
"686","4200 W CRYSTAL ST",41.90362,-87.731491
"687","758 N PARKSIDE AVE",41.89401,-87.766783
"688","5628 S SHIELDS AVE",41.791542,-87.634259
"689","6800 S PRAIRIE AVE",41.770873,-87.618794
"69","2710 S DEARBORN ST",41.844666,-87.628214
"690","7900 S INGLESIDE AVE",41.751111,-87.601723
"691","6100 S ELLIS AVE",41.783899,-87.601322
"692","7401 S STEWART AVE",41.759707,-87.634342
"693","4001 E 134TH ST",41.65148,-87.527631
"695","10758 S STATE LINE RD",41.699828,-87.524705
"696","10037 S EWING AVE",41.712454,-87.535098
"697","7500 S VINCENNES AVE",41.758092,-87.631457
"699","4534 S GREENWOOD AVE",41.81257,-87.599474
"7","3159 E 93RD ST",41.72627,-87.547495
"70","400 W EVERGREEN AVE",41.906608,-87.638588
"700","5600 W MADISON ST",41.880373,-87.765032
"701","5246 W GRAND AVE",41.917279,-87.757277
"702","100 S SPAULDING AVE",41.879489,-87.708583
"703","1 S SPAULDING AVE",41.88081,-87.708321
"704","3180 W MADISON ST",41.881125,-87.705493
"705","3358 W MADISON ST",41.881067,-87.709912
"706","3200 W JACKSON BLVD",41.877461,-87.706276
"707","4000 W CHICAGO AVE",41.89544,-87.726131
"708","3959 W CHICAGO AVE",41.89527,-87.725338
"709","4100 W CHICAGO AVE",41.89543,-87.728688
"71","4300 S ROCKWELL ST",41.815412,-87.689695
"710","3900 W CHICAGO AVE",41.895535,-87.723775
"711","700 N PULASKI RD",41.893713,-87.726213
"712","3132 N LECLAIRE AVE",41.937919,-87.754344
"713","3259 N LARAMIE AVE",41.939988,-87.756545
"714","3301 N LAVERGNE AVE",41.940703,-87.751709
"715","5001 W BELMONT AVE",41.938631,-87.75204
"716","3159 N CICERO AVE",41.938075,-87.746725
"717","1132 N WESTERN AVE",41.902154,-87.687082
"718","2600 W DIVISION ST",41.903091,-87.692247
"719","2259 W DIVISION ST",41.902879,-87.683535
"72","1834 S LAFLIN ST",41.856784,-87.663868
"720","3822 W 79TH ST",41.749758,-87.719119
"721","1559 W DIVISION ST",41.903226,-87.66695
"722","800 N ASHLAND AVE",41.896143,-87.66739
"723","1034 N ASHLAND AVE",41.900776,-87.667624
"724","3101 N NARRAGANSETT AVE",41.936598,-87.78575
"725","3201 N AUSTIN AVE",41.938505,-87.776124
"726","6301 W BELMONT AVE",41.938221,-87.783673
"727","3058 N AUSTIN AVE",41.936078,-87.776312
"728","2958 N MOBILE AVE",41.933611,-87.783515
"729","3052 S KOSTNER AVE",41.837063,-87.734097
"73","4659 S INDIANA AVE",41.810094,-87.621044
"730","4223 W 31ST ST",41.836693,-87.729937
"731","4157 W 31ST ST",41.836659,-87.728467
"732","4030 W 31ST ST",41.836948,-87.725696
"733","2047 S BLUE ISLAND AVE",41.854492,-87.663801
"734","2159 S ASHLAND AVE",41.852791,-87.665966
"735","2132 S LOOMIS ST",41.853181,-87.6613
"736","2133 S ASHLAND AVE",41.853092,-87.665904
"737","2101 S ASHLAND AVE",41.854008,-87.665942
"738","2230 W JACKSON BLVD",41.877667,-87.682563
"739","2258 W MONROE ST",41.880022,-87.683092
"74","142 W 95TH ST",41.72187,-87.627731
"740","400 S OAKLEY BLVD",41.876,-87.683966
"741","2159 W ADAMS ST",41.878521,-87.680765
"742","1302 S ALBANY AVE",41.864397,-87.703243
"743","3059 W DOUGLAS DR",41.862442,-87.702787
"744","1358 S SACRAMENTO DR",41.863563,-87.702266
"745","3201 W DOUGLAS BLVD",41.862417,-87.705692
"746","3539 W CERMAK RD",41.851489,-87.714033
"747","3258 W 23RD ST",41.85006,-87.70693
"748","3332 W 23RD ST",41.850041,-87.709275
"749","3413 W CERMAK RD",41.851557,-87.710533
"75","8901 S BURLEY AVE",41.733615,-87.545552
"750","2401 S CHRISTIANA AVE",41.847906,-87.708601
"751","4458 W WRIGHTWOOD AVE",41.928773,-87.738104
"752","4330 W WRIGHTWOOD AVE",41.928143,-87.73496
