"name","description",latitude,longitude
"753","4358 W ALTGELD ST",41.92633,-87.735936
"754","2531 N LOWELL AVE",41.926829,-87.735236
"755","1957 N KOSTNER AVE",41.91624,-87.73609
"756","2454 N LOWELL AVE",41.925361,-87.735561
"757","4232 W WABANSIA AVE",41.911723,-87.732653
"758","1658 N KOSTNER AVE",41.910865,-87.736289
"759","4342 W NORTH AVE",41.909884,-87.735678
"76","5859 S WABASH AVE",41.788172,-87.62373
"760","1654 N LOWELL AVE",41.910755,-87.735087
"761","3751 W 79TH ST",41.74941,-87.716374
"762","4100 W 79TH ST",41.74957,-87.724035
"763","8000 S SPRINGFIELD AVE",41.747592,-87.719521
"764","5257 S PULASKI RD",41.797184,-87.723082
"765","7905 S PULASKI RD",41.74925,-87.721732
"766","5601 S WASHTENAW AVE",41.791709,-87.691122
"767","2640 W 57TH ST",41.790249,-87.689738
"768","5701 S ROCKWELL ST",41.789935,-87.688633
"769","2556 W 59TH ST",41.786626,-87.68801
"77","5600 W WEST END AVE",41.884353,-87.765196
"770","5601 S FAIRFIELD AVE",41.791689,-87.692342
"771","3855 W 63RD ST",41.778579,-87.719158
"772","5600 S NARRAGANSETT AVE",41.790311,-87.781904
"773","3901 W 62ND ST",41.780394,-87.720545
"774","6325 S HAMLIN AVE",41.778018,-87.717661
"775","4015 W 56TH ST",41.791259,-87.723513
"776","4005 W 51ST ST",41.800357,-87.723675
"777","5160 S PULASKI RD",41.799427,-87.723512
"778","4021 W 55TH ST",41.793088,-87.723959
"779","4006 W 55TH ST",41.79335,-87.72344
"78","6558 S DAMEN AVE",41.774657,-87.673957
"780","5700 S NARRAGANSETT AVE",41.788582,-87.781788
"781","5450 S MULLIGAN AVE",41.793455,-87.780789
"782","5559 S MOBILE AVE",41.791335,-87.779124
"783","5601 S KARLOV AVE",41.791248,-87.725443
"784","5601 S WESTERN AVE",41.791863,-87.683813
"785","3700 W 79TH ST",41.749787,-87.714763
"786","4900 S ARCHER AVE",41.804184,-87.720638
"787","3202 N LARAMIE AVE",41.9388,-87.756791
"788","4401 W DIVERSEY AVE",41.931584,-87.736949
"789","801 N PAULINA ST",41.896192,-87.669571
"79","1101 E 93RD ST",41.72571,-87.59715
"790","2359 W POTOMAC AVE",41.904721,-87.686375
"791","1300 N CLAREMONT AVE",41.905776,-87.686055
"792","1700 N KEYSTONE AVE",41.912064,-87.727792
"793","1759 W 21ST PL",41.853044,-87.669907
"794","2759 N NARRAGANSETT AVE",41.930144,-87.785503
"795","2402 W THOMAS ST",41.901341,-87.687268
"796","3359 W 23RD ST",41.84977,-87.709525
"797","3200 W 15TH ST",41.861009,-87.705681
"798","3923 W 51ST ST",41.80044,-87.721237
"799","6241 S HAMLIN AVE",41.779446,-87.717692
"8","12301 S HALSTED ST",41.670326,-87.641423
"80","501 W 65TH ST",41.776152,-87.636994
"800","1740 N KILDARE AVE",41.912488,-87.733898
"801","3458 S STATE ST",41.831825,-87.626825
"802","3458 S STATE ST",41.831825,-87.626825
"803","1521 S MUSEUM CAMPUS DR",41.859353,-87.613966
"804","1521 S MUSEUM CAMPUS DR",41.859353,-87.613966
"805","1599 S MUSEUM CAMPUS DR",41.859353,-87.613966
"806","1400 S MUSEUM CAMPUS DR",41.864847,-87.614276
"807","1500 S MUSEUM CAMPUS DR",41.86177,-87.614759
"808","9648 S CALUMET RIVER",41.719137,-87.615455
"809","12600 S CALUMET RIVER",41.67553,-87.615359
"81","2431 E 75TH ST",41.758943,-87.564627
"810","3700 W CONGRESS PKWY",41.874631,-87.717118
"811","3700 W CONGRESS PKWY",41.874631,-87.717118
"816","10300 S ABERDEEN ST",41.706736,-87.65022
"817","10300 S ELIZABETH ST",41.706439,-87.653822
"818","11100 S NORMAL AVE",41.692242,-87.635312
"819","7500 S CONSTANCE AVE",41.758622,-87.579983
"82","5302 W NORTH AVE",41.909579,-87.758225
"820","7625 S CONSTANCE AVE",41.756473,-87.579557
"821","7600 S EUCLID AVE",41.756832,-87.577494
"822","7601 S CONSTANCE AVE",41.756825,-87.579564
"823","7558 S JEFFERY BLVD",41.757827,-87.576292
"824","7500 S JEFFERY BLVD",41.758672,-87.576306
"825","11100 S WALLACE ST",41.692209,-87.637703
"826","10300 S COTTAGE GROVE AVE",41.707383,-87.606609
"827","2550 N KOSTNER AVE",41.927713,-87.736872
"828","2532 W 51ST ST",41.801185,-87.688076
"829","5590 S RUSSELL DR",41.790914,-87.614744
"83","3731 W 16TH ST",41.858825,-87.71901
"830","4659 S DR MARTIN LUTHER KING JR DR",41.81008,-87.616134
"831","5200 S ELLSWORTH DR",41.88415,-87.632409
"832","6400 S ROCKWELL ST",41.777089,-87.688654
"833","5700 S PEORIA ST",41.790419,-87.647643
"834","2200 S KIRKLAND AVE",41.851009,-87.73358
"835","5300 W WABANSIA AVE",41.911405,-87.758326
"836","1200 S LAWNDALE AVE",41.866077,-87.718004
"837","7900 S RIDGELAND AVE",41.751333,-87.581846
"838","5235 W NORTH AVE",41.909386,-87.757014
"839","700 N LAVERGNE AVE",41.893212,-87.750748
"840","3800 W ARMITAGE AVE",41.917309,-87.721796
"841","11458 S YALE AVE",41.686061,-87.629074
"842","11900 S PERRY AVE",41.677806,-87.62529
"843","3400 N LARAMIE AVE",41.942445,-87.756937
"845","3000 W WALNUT ST",41.885573,-87.701567
"846","2000 S MICHIGAN AVE",41.855338,-87.624014
"847","7600 S HALSTED ST",41.755985,-87.644295
"848","7100 S NORMAL BLVD",41.765128,-87.637284
"849","8751 S GENOA AVE",41.735018,-87.644219
"85","1901 S LAWNDALE AVE",41.854926,-87.717381
"850","4100 W WABANSIA AVE",41.911771,-87.728966
"851","1401 W 63RD ST",41.779447,-87.659522
"853","9057 S HOUSTON AVE",41.730898,-87.549666
"854","2533 E 87TH ST",41.73714,-87.562218
"855","8601 S COLFAX AVE",41.738893,-87.560975
"857","7904 S MARYLAND AVE",41.751034,-87.604142
"86","2656 W POTOMAC AVE",41.904923,-87.693368
"860","6901 S ASHLAND AVE",41.768343,-87.663703
"861","10300 S DOTY AVE E",41.70114,-87.594149
"863","7610 N BOSWORTH AVE",42.019696,-87.669656
"864","2833 W DIVISION ST",41.902794,-87.698287
"87","1658 W 79TH ST",41.750456,-87.665162
"871","4200 W AUGUSTA BLVD",41.899061,-87.731369
"872","2758 N HOYNE AVE",41.931483,-87.678642
"873","600 E 67TH ST",41.773146,-87.610469
"874","6901 S WESTERN AVE",41.768137,-87.683154
"875","7858 S DREXEL AVE",41.752091,-87.602956
"876","4001 S ARTESIAN AVE",41.820709,-87.68586
"877","364 W OAK ST",41.900616,-87.638323
"878","4502 N CLARENDON AVE",41.963811,-87.650139
"879","4700 S WESTERN AVE",41.808364,-87.684475
"88","5133 W NORTH AVE",41.909464,-87.754788
"880","50 E 95TH ST",41.721899,-87.621837
"881","11100 S HALSTED ST",41.692159,-87.642622
"882","700 N CHRISTIANA AVE",41.893879,-87.710335
"883","9300 S MARQUETTE AVE",41.72614,-87.558223
"884","201 E GARFIELD BLVD",41.79431,-87.620662
"885","10400 S STATE ST",41.705217,-87.623579
"886","4041 E 112TH ST",41.691673,-87.525539
"887","2143 S HOMAN AVE",41.852974,-87.709961
"888","1024 W 18TH PL",41.857466,-87.652035
"889","1158 N LECLAIRE AVE",41.901487,-87.753497
"89","5500 W WASHINGTON BLVD",41.882345,-87.763381
"890","5724 N NORTHWEST HWY",41.985384,-87.786975
"891","3602 N WESTERN AVE",41.94681,-87.688349
"892","424 E PERSHING RD",41.823977,-87.615741
"893","3900 S INDIANA AVE",41.823579,-87.621775
"894","3800 S PRAIRIE AVE",41.825392,-87.620595
"895","4658 N CENTRAL PARK AVE",41.965741,-87.718334
"896","5202 N KIMBALL AVE",41.97594,-87.713687
"897","3602 N KILBOURN AVE",41.946331,-87.739536
"898","1600 W IRVING PARK RD",41.954357,-87.669186
"899","1301 N LUIS MUNOZ MARIN DR E",41.904696,-87.705522
"9","4758 S WINCHESTER AVE",41.807476,-87.673615
"90","1156 W 19TH ST",41.856731,-87.65532
"900","4880 W WABANSIA AVE",41.91156,-87.748399
"901","7600 N PAULINA ST",42.019574,-87.673259
"902","3112 S WESTERN AVE",41.836326,-87.684821
"91","5301 S JUSTINE ST",41.797477,-87.663284
"92","158 W 103RD ST",41.707256,-87.627618
"93","8801 S PRINCETON AVE",41.734192,-87.631704
"94","1957 W HOWARD ST",42.019303,-87.679662
"95","736 S FRANCISCO AVE",41.871774,-87.698646
"96","2600 W 71ST ST",41.764718,-87.688316
"97","1159 W 87TH ST",41.735857,-87.652973
"98","5659 S ABERDEEN ST",41.791335,-87.652191
"99","8424 S BAKER AVE",41.741838,-87.547522
"OEMC005","44 E WACKER DR",41.887272,-87.626624
"OEMC011","4500 S UNION AVE",41.812341,-87.643392
"OEMC013","3600 W DOUGLAS BLVD",41.862953,-87.715462
"OEMC014","3058 W DOUGLAS DR N",41.863106,-87.702792
"OEMC026","500 N MICHIGAN AVE",41.891016,-87.62424
"OEMC027","658 N MICHIGAN AVE",41.894262,-87.624355
"OEMC028","801 N MICHIGAN AVE",41.896794,-87.624149
"OEMC029","301 S MICHIGAN AVE",41.878135,-87.624037
"OEMC030","501 S MICHIGAN AVE",41.875595,-87.624129
"OEMC031","101 S COLUMBUS DR",41.88089,-87.620759
"OEMC032","300 S COLUMBUS DR",41.878271,-87.620824
"OEMC033","300 S STATE ST",41.878069,-87.627833
"OEMC034","150 N STATE ST",41.884571,-87.628
"OEMC035","201 N MICHIGAN AVE",41.885823,-87.624454
"OEMC036","601 N MICHIGAN AVE",41.892591,-87.624117
"OEMC037","733 N MICHIGAN AVE",41.895794,-87.624194
"OEMC038","900 N MICHIGAN AVE",41.899301,-87.624236
"OEMC039","101 N MICHIGAN AVE",41.883379,-87.624059
"OEMC040","151 N MICHIGAN AVE",41.88439,-87.624198
"OEMC041","150 N COLUMBUS DR",41.884666,-87.620792
"OEMC042","2401 S STATE ST",41.849141,-87.626894
"OEMC043","2301 S STATE ST",41.85093,-87.626895
"OEMC044","3301 S STATE ST",41.834634,-87.626472
"OEMC049","2201 S STATE ST",41.85276,-87.62704
"OEMC050","2601 S STATE ST",41.845446,-87.62663
"OEMC051","3101 S STATE ST",41.838253,-87.626536
"OEMC052","3501 S STATE ST",41.830939,-87.62638
